dataset,time,obs_value,freq,nace_r2,age,sex,unit,geo
lfst_r_lfe2en2,2023,96.5,A,G-I,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,3398.2,A,G-I,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,301.3,A,G-I,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,495.6,A,G-I,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,175.3,A,G-I,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,5709.5,A,G-I,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,517.3,A,G-I,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,226.6,A,G-I,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,80.4,A,G-I,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,2353.8,A,G-I,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,221.6,A,G-I,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,286.8,A,G-I,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,99.4,A,G-I,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,3504.7,A,G-I,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,314.7,A,G-I,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,513.4,A,G-I,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,179.8,A,G-I,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,5858.6,A,G-I,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,536.3,A,G-I,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,167.3,A,G-I,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,60.5,A,G-I,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,2100.6,A,G-I,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,193.8,A,G-I,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,231.8,A,G-I,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,82.1,A,G-I,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,3152.9,A,G-I,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,273.5,A,G-I,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,399.1,A,G-I,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,142.6,A,G-I,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,5253.5,A,G-I,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,467.3,A,G-I,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,6.4,A,G-I,Y65-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,42.5,A,G-I,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,5.6,A,G-I,Y65-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,11.4,A,G-I,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,106.6,A,G-I,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,13.5,A,G-I,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,17.8,A,G-I,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,4.5,A,G-I,Y65-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,149.0,A,G-I,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,19.0,A,G-I,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,227.7,A,G-I,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,80.6,A,G-I,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,2360.4,A,G-I,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2023,222.3,A,G-I,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,288.5,A,G-I,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,99.9,A,G-I,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,3520.6,A,G-I,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2023,317.0,A,G-I,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,516.2,A,G-I,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,180.6,A,G-I,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,5881.0,A,G-I,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2023,539.3,A,G-I,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,6.4,A,J,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2023,5.0,A,J,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2023,29.5,A,J,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2023,3.6,A,J,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,7.9,A,J,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2023,3.6,A,J,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,35.8,A,J,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2023,4.8,A,J,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,39.2,A,J,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,23.5,A,J,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,225.5,A,J,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,15.5,A,J,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,98.6,A,J,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,55.2,A,J,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,537.5,A,J,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,40.0,A,J,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,137.8,A,J,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,78.8,A,J,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,763.0,A,J,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,55.5,A,J,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,39.3,A,J,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,23.6,A,J,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,228.5,A,J,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,15.5,A,J,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,99.8,A,J,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,55.8,A,J,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,546.9,A,J,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,41.1,A,J,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,139.1,A,J,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,79.5,A,J,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,775.4,A,J,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,56.6,A,J,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,36.3,A,J,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,22.5,A,J,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,219.1,A,J,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,14.3,A,J,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,93.6,A,J,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,52.7,A,J,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,508.1,A,J,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,36.4,A,J,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,129.9,A,J,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,75.2,A,J,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,727.2,A,J,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,50.7,A,J,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,3.0,A,J,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,9.4,A,J,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,12.4,A,J,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,39.3,A,J,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,23.6,A,J,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,228.5,A,J,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2023,15.5,A,J,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,100.0,A,J,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,55.8,A,J,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,547.5,A,J,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2023,41.2,A,J,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,139.3,A,J,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,79.5,A,J,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,776.1,A,J,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2023,56.7,A,J,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,8.0,A,K,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2023,6.5,A,K,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2023,3.0,A,K,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2023,14.6,A,K,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2023,1.8,A,K,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,26.6,A,K,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,12.9,A,K,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,265.3,A,K,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,22.1,A,K,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,21.6,A,K,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,13.0,A,K,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,327.7,A,K,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,29.3,A,K,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,48.3,A,K,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,25.9,A,K,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,593.0,A,K,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,51.4,A,K,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,26.8,A,K,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,13.0,A,K,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,268.0,A,K,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,22.1,A,K,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,22.2,A,K,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,13.3,A,K,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,337.8,A,K,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,30.1,A,K,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,49.0,A,K,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,26.3,A,K,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,605.7,A,K,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,52.2,A,K,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,25.3,A,K,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,12.0,A,K,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,257.3,A,K,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,21.0,A,K,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,20.0,A,K,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,12.4,A,K,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,321.1,A,K,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,28.6,A,K,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,45.2,A,K,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,24.4,A,K,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,578.4,A,K,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,49.7,A,K,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,2.7,A,K,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,10.1,A,K,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,12.8,A,K,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,27.1,A,K,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,13.0,A,K,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,268.0,A,K,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2023,22.1,A,K,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,22.2,A,K,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,13.3,A,K,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,338.6,A,K,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2023,30.2,A,K,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,49.3,A,K,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,26.3,A,K,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,606.7,A,K,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2023,52.3,A,K,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,4.0,A,L,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2023,4.1,A,L,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2023,8.0,A,L,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2023,13.9,A,L,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,4.5,A,L,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,71.5,A,L,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,7.5,A,L,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,12.3,A,L,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,4.8,A,L,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,78.1,A,L,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,5.1,A,L,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,26.2,A,L,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,9.3,A,L,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,149.6,A,L,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,12.6,A,L,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,14.7,A,L,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,4.9,A,L,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,73.9,A,L,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,7.5,A,L,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,14.0,A,L,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,5.3,A,L,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,84.3,A,L,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,5.5,A,L,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,28.7,A,L,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,10.2,A,L,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,158.2,A,L,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,13.0,A,L,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,12.8,A,L,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,4.4,A,L,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,67.5,A,L,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,7.3,A,L,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,11.9,A,L,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,4.7,A,L,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,74.1,A,L,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,5.1,A,L,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,24.7,A,L,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,9.1,A,L,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,141.6,A,L,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,12.4,A,L,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,2.4,A,L,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,6.1,A,L,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,8.6,A,L,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,15.2,A,L,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,5.2,A,L,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,74.2,A,L,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2023,7.5,A,L,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,14.4,A,L,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,5.4,A,L,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,84.7,A,L,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2023,5.7,A,L,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,29.6,A,L,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,10.6,A,L,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,158.9,A,L,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2023,13.2,A,L,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,15.7,A,M_N,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2023,5.5,A,M_N,Y15-24,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,44.9,A,M_N,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2023,8.9,A,M_N,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,15.0,A,M_N,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2023,4.8,A,M_N,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,50.7,A,M_N,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2023,7.2,A,M_N,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,30.8,A,M_N,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2023,10.3,A,M_N,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,95.6,A,M_N,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2023,16.1,A,M_N,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,156.8,A,M_N,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,66.9,A,M_N,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,1223.4,A,M_N,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,135.0,A,M_N,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,164.6,A,M_N,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,72.6,A,M_N,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,1246.5,A,M_N,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,93.9,A,M_N,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,321.3,A,M_N,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,139.4,A,M_N,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,2469.9,A,M_N,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,228.9,A,M_N,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,162.1,A,M_N,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,68.9,A,M_N,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,1246.9,A,M_N,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,136.5,A,M_N,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,172.8,A,M_N,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,75.3,A,M_N,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,1309.2,A,M_N,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,99.3,A,M_N,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,334.9,A,M_N,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,144.2,A,M_N,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,2556.1,A,M_N,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,235.8,A,M_N,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,141.0,A,M_N,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,61.4,A,M_N,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,1178.4,A,M_N,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2023,126.1,A,M_N,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,149.5,A,M_N,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,67.7,A,M_N,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,1195.8,A,M_N,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2023,86.7,A,M_N,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,290.6,A,M_N,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,129.1,A,M_N,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,2374.3,A,M_N,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2023,212.8,A,M_N,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,5.3,A,M_N,Y65-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,23.5,A,M_N,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2023,1.5,A,M_N,Y65-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,8.3,A,M_N,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,62.8,A,M_N,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2023,5.4,A,M_N,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,13.6,A,M_N,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,4.8,A,M_N,Y65-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,86.3,A,M_N,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2023,6.9,A,M_N,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,162.6,A,M_N,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,69.3,A,M_N,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,1248.1,A,M_N,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2023,136.5,A,M_N,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,174.6,A,M_N,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,75.6,A,M_N,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,1321.0,A,M_N,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2023,100.4,A,M_N,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2023,337.2,A,M_N,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,144.9,A,M_N,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,2569.1,A,M_N,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2023,236.9,A,M_N,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2023,3.9,A,NRP,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2023,6.7,A,NRP,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2023,9.5,A,NRP,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,3.9,A,NRP,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,8.1,A,NRP,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,3.8,A,NRP,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,17.6,A,NRP,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,7.8,A,NRP,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,11.1,A,NRP,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2023,4.7,A,NRP,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,9.2,A,NRP,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2023,4.1,A,NRP,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,20.3,A,NRP,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2023,8.8,A,NRP,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,5.6,A,NRP,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2023,5.4,A,NRP,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2023,3.0,A,NRP,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,11.0,A,NRP,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2023,5.7,A,NRP,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,13.8,A,NRP,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2023,6.0,A,NRP,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,10.0,A,NRP,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2023,4.2,A,NRP,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2023,23.8,A,NRP,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2023,10.2,A,NRP,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2023,34.4,A,O-Q,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2023,11.0,A,O-Q,Y15-24,F,THS_PER,FI1B
lfst_r_lfe2en2,2023,60.0,A,O-Q,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2023,5.5,A,O-Q,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2023,10.6,A,O-Q,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2023,3.8,A,O-Q,Y15-24,M,THS_PER,FI1B
